exact_merge_group_id,exact_merge_group_name,ministry,catalog,n_rows,header_signature,sample_titles
1027,All India Consumer Price Index (Rural/Urban),Ministry of Statistics and Programme Implementation,Catalogue of Micro Data from National Sample Survey (NSS),15,"Sector,Year,Month,Cereals and products,Meat and fish,Egg,Milk and products,Oils and fats,Fruits,Vegetables,Pulses and products,Sugar and Confectionery,Spices,Nonalcoholic beverages,Prepared meals snacks sweets etc.,Food and beverages,Pan tobacco and intoxicants,Clothing,Footwear,Clothing and footwear,Housing,Fuel and light,Household goods and services,Health,Transport and communication,Recreation and amusement,Education,Personal care and effects,Miscellaneous,General index",All India Consumer Price Index (Rural/Urban) upto September 2024 | All India Consumer Price Index (Rural/Urban) upto October 2024 | All India Consumer Price Index (Rural/Urban) upto November 2024
10,Details of bovines by sex," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Details of Bovines by Sex (Livestock Census),15,"SNo.,District,Bovine  Male,Bovine  Female,Bovine  Total",Details of bovines by sex for Chandigarh - 2012 | Details of bovines by sex for Dadra and Nagar Haveli - 2012 | Details of bovines by sex for Daman and Diu - 2012
58,Number of stray cattle and dogs," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Stray Cattle and Dogs (Livestock Census),14,"SNo.,District,Stray Cattle  Rural,Stray Cattle  Urban,Stray Cattle  Total,Stray Dogs  Rural,Stray Dogs  Urban,Stray Dogs  Total",Number of stray cattle and dogs for Andhra Pradesh - 2012 | Number of stray cattle and dogs for Arunachal Pradesh - 2012 | Number of stray cattle and dogs for Assam - 2012
379,"Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Ever Married and Currently Married Women by Present Age, Parity and Total Children Ever Born by Sex, Census 1991 - India and States",14,"Country/State/UT Name,District Name,Caste Category,Total/Rural/Urban,Currently Married,Present Age,Total Ever/Currently Married Women,Ever/Currently Married Women of Parity  0,Ever/Currently Married Women of Parity  1,Ever/Currently Married Women of Parity  2,Ever/Currently Married Women of Parity  3,Ever/Currently Married Women of Parity  4,Ever/Currently Married Women of Parity  5,Total Children Ever Born  Persons,Total Children Ever Born  Males,Total Children Ever Born  Females","Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex for Surguja District of Madhya Pradesh, 1991 | Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex for Madurai District of Tamil Nadu, 1991 | Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex for Kamarajar District of Tamil Nadu, 1991"
1068,State Level Consumer Price Index (Rural/Urban),Ministry of Statistics and Programme Implementation,State Level Consumer Price Index (Rural/Urban),13,"Sector,Year,Name,Jammu and Kashmir,Himachal Pradesh,Punjab,Chandigarh,Uttaranchal,Haryana,Delhi,Rajasthan,Uttar Pradesh,Bihar,Sikkim,Arunachal Pradesh,Nagaland,Manipur,Mizoram,Tripura,Meghalaya,Assam,West Bengal,Jharkhand,Orissa,Chattisgarh,Madhya Pradesh,Gujarat,Daman and Diu,Dadra and Nagar Haveli,Maharashtra,Andhra Pradesh,Karnataka,Goa,Lakshwadeep,Kerala,Tamil Nadu,Pondicherry,Andaman and Nicobar,Telangana,",State Level Consumer Price Index (Rural/Urban) Upto September 2015 | State Level Consumer Price Index (Rural/Urban) upto April 2018 | State Level Consumer Price Index (Rural/Urban) upto May 2018
958,Number of Registered Motor Vehicles (Transport & Non-Transport),Ministry of Road Transport and Highways,Motor Transport Statistics: 2001-2002,13,"Type,Vehicles Category1,Type of Vehicles1,Newly registered200001 2,Newly registered2001023,Total registered2000014 ,Total registered 2001025",Number of Registered Motor Vehicles (Transport & Non-Transport) Arunachal Pradesh from 2000-01 to 2001-02 | Number of Registered Motor Vehicles (Transport & Non-Transport) Gujarat from 2000-01 to 2001-02 | Number of Registered Motor Vehicles (Transport & Non-Transport) Haryana from 2000-01 to 2001-02
827,Monthly Coal Statement of Thermal Power Stations,"Ministry of Power, Central Electricity Authority",Coal Statement of Thermal Power Stations,12,"DATE,REGION,STATE NAME,MODE OF TRANSPORT,STATION NAME,UTILITY,SECTOR,CAPACITY,NORMATIVE STOCKS REQUIRED IN DAYS,DAILY REQUIREMENT,ACTUAL STOCK IMPORT,ACTUAL STOCK INDIGENOUS,ACTUAL STOCK TOTAL,ACTUAL STOCK DAYS,CRITICAL,SUPER CRITICAL,REMARKS",Monthly Coal Statement of Thermal Power Stations for August 2014 | Monthly Coal Statement of Thermal Power Stations for July 2014 | Monthly Coal Statement of Thermal Power Stations for May 2014
11,Details of bovines by sex," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Details of Bovines by Sex (Livestock Census),12,"SNo.,District,Bovine  Rural Male,Bovine  Urban Male,Bovine  Male Total,Bovine  Rural Female,Bovine  Urban Female,Bovine  Female Total,Bovine  Total Rural,Bovine  Total Urban,Bovine  Total",Details of bovines by sex for Andhra Pradesh - 2012 | Details of bovines by sex for Arunachal Pradesh - 2012 | Details of bovines by sex for Assam - 2012
389,"Ever Married and Currently Married Women belonging to Scheduled Tribes by Present Age, Number of Surviving Children and Total Number of Surviving Children by Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Ever Married and Currently Married Women by Present Age, Surviving Children and Total Surviving Children by Sex, Census 1991 - India and States",11,"Country/ State/ UT Name,Tribe Category,Total/Rural/Urban,Marital Status,Present Age,Total Ever/Currently Married Women,Ever/Currently Married Women with Number of Surviving Children  0,Ever/Currently Married Women with Number of Surviving Children  1,Ever/Currently Married Women with Number of Surviving Children  2,Ever/Currently Married Women with Number of Surviving Children  3,Ever/Currently Married Women with Number of Surviving Children  4,Ever/Currently Married Women with Number of Survivi","Ever Married and Currently Married Women belonging to Scheduled Tribes by Present Age, Number of Surviving Children and Total Number of Surviving Children by Sex, 1991 - Andhra Pradesh | Ever Married and Currently Married Women belonging to Scheduled Tribes by Present Age, Number of Surviving Children and Total Number of Surviving Children by Sex, 1991 - Arunachal Pradesh | Ever Married and Currently Married Women belonging to Scheduled Tribes by Present Age, Number of Surviving Children and Total Number of Surviving Children by Sex, 1991 - Assam"
523,"Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Marginal Workers Classified by Industrial Category, Age and Sex (For Each Caste/Tribe Separately), Census 2011 - India and States",10,"Table Code,State Code,District Code,Area Name,Total/Rural/Urban,AgeGroup,Worked for 3 Months or More but Less than 6 Months  Persons,Worked for 3 Months or More but Less than 6 Months  Males,Worked for 3 Months or More but Less than 6 Months  Females,Worked for Less than 3 Months  Persons,Worked for Less than 3 Months  Males,Worked for Less than 3 Months  Females,Industrial Category  A  Cultivators  Persons,Industrial Category  A  Cultivators  Males,Industrial Category  A  Cultivators  Females,I","Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes, 2011 - Daman & Diu | Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes, 2011 - Dadra & Nagar Haveli | Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes, 2011 - Maharashtra"
1014,All India Consumer Price Index (Rural/Urban),Ministry of Statistics and Programme Implementation,All India Consumer Price Index (Rural/Urban),9,"Sector,Year,Month,Cereal and Products,Pulses and Pulse Products,Oils and Fats,Meat  Fish etc,Milk and Milk Products,Spices and Condiments,Vegetables,Fruits,Sugar  Honey etc,Non Alcoholic Beverages,Prepared Meals,Pan  Supari etc,Food  beverages and tobacco ,Fuel and Lighting,Housing,Clothing and Bedding,Footwear,Clothing  bedding and footwear,Medical Care,Education,Recreation and Amusement,Transport and Communication,Personal Care Items,Household Requisites,Others,Miscellaneous,General index",All India Consumer Price Index (Rural/Urban) Upto February 2013 | All India Consumer Price Index (Rural/Urban) Upto April 2013 | All India Consumer Price Index (Rural/Urban) Upto June 2013
985,"State/UT wise Revenue Realized from Motor Vehicle Tax, Commercial Vehicle and other fees, Passenger Tax, Goods Tax and Fines",Ministry of Road Transport and Highways,"State/UT wise Revenue Realized from Motor Vehicle Tax, Commercial Vehicle and other fees, Passenger Tax, Goods Tax and Fines",8,"STATES / UTs,Motor Vehicle Tax,Commercial Vehicle and other fees,Passenger Tax,Goods Tax,Fines,Total","State/UT wise Revenue Realized from Motor Vehicle Tax, Commercial Vehicle and other fees, Passenger Tax, Goods Tax and Fines in 2011-12 | State/UT wise Revenue Realized from Motor Vehicle Tax, Commercial Vehicle and other fees, Passenger Tax, Goods Tax and Fines in 2009-10 | State/UT wise Revenue Realized from Motor Vehicle Tax, Commercial Vehicle and other fees, Passenger Tax, Goods Tax and Fines in 2010-11"
60,6th Minor Irrigation Census - Surface Flow,"Department of Water Resources, River Development & Ganga Rejuvenation","6th Minor Irrigation Census - Village Schedule, Ground Water Schemes, Surface Water Schemes",8,"state_name,district_name,block_tehsil_name,village_name,enumeration_date,s_no_of_scheme,scheme_type_name,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,individual_owner_name,khasra_number,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,",6th Minor Irrigation Census - Surface Flow - ANDHRA PRADESH | 6th Minor Irrigation Census - Surface Flow - GUJARAT | 6th Minor Irrigation Census - Surface Flow - JHARKHAND
983,State/UT wise Number of Conductors Licences Issued,Ministry of Road Transport and Highways,State/UT wise Number of Conductors Licences Issued,8,"STATES/UTs,Licences valid at the end of the yearMale,Licences valid at the end of the yearFemale,Licences valid at the end of the yearTotal,New licences issued during the yearMale,New licences issued during the yearFemale,New licences issued during the yearTotal",State/UT wise Number of Conductors Licences Issued as on 31st March 2012 and During 2011-12 | State/UT wise Number of Conductors Licences Issued as on 31st March 2010 and During 2009-10 | State/UT wise Number of Conductors Licences Issued as on 31st March 2011 and During 2010-11
236,Enrolment by Age and Class (UDISE plus),"Ministry of Education, Department of School Education and Literacy",Enrolment by Age and Class (UDISE plus),8,"ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls",Enrolment by Age and Class (UDISE plus) during 2012-13 | Enrolment by Age and Class (UDISE plus) during 2013-14 | Enrolment by Age and Class (UDISE plus) during 2014-15
839,Monthly Power Generation - June,"Ministry of Power, Central Electricity Authority",Power Generation,7,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - June 2008 | Monthly Power Generation - June 2009 | Monthly Power Generation - June 2010
1074,State Level Consumer Price Index (Rural/Urban),Ministry of Statistics and Programme Implementation,State Level Consumer Price Index (Rural/Urban),7,"Sector,Year, Name ,S.No.,Jammu and Kashmir,Himachal Pradesh,Punjab,Chandigarh,Uttaranchal,Haryana,Delhi,Rajasthan,Uttar Pradesh,Bihar,Sikkim,Arunachal Pradesh,Nagaland,Manipur,Mizoram,Tripura,Meghalaya,Assam,West Bengal,Jharkhand,Orissa,Chattisgarh,Madhya Pradesh,Gujarat,Daman and Diu,Dadra and Nagar Haveli,Maharashtra,Andhra Pradesh,Karnataka,Goa,Lakshwadeep,Kerala,Tamil Nadu,Pondicherry,Andaman and Nicobar",State Level Consumer Price Index (Rural/Urban) Upto January 2013 | State Level Consumer Price Index (Rural/Urban) Upto February 2013 | State Level Consumer Price Index (Rural/Urban) Upto March 2013
986,State/UT wise Total Registered Motor Vehicles in various Categories,Ministry of Road Transport and Highways,State/UT wise Total Registered Motor Vehicles in various Categories.,7,"STATES/UTs,TRANSPORTMultiaxled/ Articulated Vehicles/ Trucks and Lorries,TRANSPORTLight Motor Vehicle Goods,TRANSPORTBuses,TRANSPORTTaxis,TRANSPORTLight Motor Vehicle Passenger,Total Transport,NONTRANSPORTTwo Wheelers,NONTRANSPORTCars,NONTRANSPORTJeeps,NONTRANSPORTOmni Buses,NONTRANSPORTTractors,NONTRANSPORTTrailers,NONTRANSPORTOthers,Total Non Transport,Grand Total Transport  NonTransport","State/UT wise Total Registered Motor Vehicles in various Categories as on 31st March,2012 | State/UT wise Total Registered Motor Vehicles in various Categories as on 31st March 2010 | State/UT wise Total Registered Motor Vehicles in various Categories as on 31st March 2011"
776,Surat Birth Registration Data for Year,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Surat",Mortality Rate : Surat,7,"ZoneName,Year,Month,Male,Female,Total",Surat Birth Registration Data for Year 2009 | Surat Birth Registration Data for Year 2010 | Surat Birth Registration Data for Year 2011
777,Surat Death Registration Data for Year,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Surat",Mortality Rate : Surat,7,"ZoneName,Year,Month,Male,Female,Total",Surat Death Registration Data for Year 2009 | Surat Death Registration Data for Year 2010 | Surat Death Registration Data for Year 2011
898,Financial Performance of SRTUs,Ministry of Road Transport and Highways,Financial Performance of SRTUs,7,"S.No.,Name of SRTU ,Total Revenue ,Total Cost ,Staff Costs,Fuel  Lubricant Costs, Tyres  Tubes ,Spares ,Interest ,Depreciation ,Taxes ,Others ",Financial Performance of SRTUs for the year 2002-03 | Financial Performance of SRTUs for the year 2003-04 | Financial Performance of SRTUs for the year 2004-05
833,Monthly Power Generation - April,"Ministry of Power, Central Electricity Authority",Power Generation,7,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - April 2008 | Monthly Power Generation - April 2009 | Monthly Power Generation - April 2010
834,Monthly Power Generation - August,"Ministry of Power, Central Electricity Authority",Power Generation,7,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - August 2008 | Monthly Power Generation - August 2009 | Monthly Power Generation - August 2010
844,Monthly Power Generation - September,"Ministry of Power, Central Electricity Authority",Power Generation,7,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - September 2008 | Monthly Power Generation - September 2009 | Monthly Power Generation - September 2010
843,Monthly Power Generation - October,"Ministry of Power, Central Electricity Authority",Power Generation,7,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - October 2008 | Monthly Power Generation - October 2009 | Monthly Power Generation - October 2010
841,Monthly Power Generation - May,"Ministry of Power, Central Electricity Authority",Power Generation,7,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - May 2008 | Monthly Power Generation - May 2009 | Monthly Power Generation - May 2010
838,Monthly Power Generation - July,"Ministry of Power, Central Electricity Authority",Power Generation,7,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - July 2008 | Monthly Power Generation - July 2009 | Monthly Power Generation - July 2010
837,Monthly Power Generation - January,"Ministry of Power, Central Electricity Authority",Power Generation,6,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - January 2009 | Monthly Power Generation - January 2010 | Monthly Power Generation - January 2011
298,Water quality of Medium & Minor Rivers,"Ministry of Environment, Forest and Climate Change, Central Pollution Control Board",Status of Water Quality in India - 2012,6,"STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade  Min,TEMPERATURE in degree Centigrade  Max,TEMPERATURE in degree Centigrade  Mean,D.O. mg/l  4 mg/l  Min,D.O. mg/l  4 mg/l  Max,D.O. mg/l  4 mg/l  Mean,pH 6.58.5  Min,pH 6.58.5  Max,pH 6.58.5  Mean,CONDUCTIVITY mhos/cm  Min,CONDUCTIVITY mhos/cm  Max,CONDUCTIVITY mhos/cm  Mean,B.O.D. mg/l  3 mg/l  Min,B.O.D. mg/l  3 mg/l  Max,B.O.D. mg/l  3 mg/l  Mean,NITRATE N NITRITEN mg/l  Min,NITRATE N NITRITEN mg/l  Max,NITRATE N NITRITEN mg/l  Me",Water quality of Medium & Minor Rivers In Goa - 2012 | Water quality of Medium & Minor Rivers In Maharashtra - 2012 | Water quality of Medium & Minor Rivers In Kerala- 2012
520,"Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Marginal Workers Classified by Industrial Category, Age and Sex (For Each Caste/Tribe Separately), Census 2011 - India and States",6,"Table Code,State Code,District Code,Area Name,Total/Rural/Urban,AgeGroup,Worked for 3 Months or More but Less than 6 Months  Persons,Worked for 3 Months or More but Less than 6 Months  Males,Worked for 3 Months or More but Less than 6 Months  Females,Worked for Less than 3 Months  Persons,Worked for Less than 3 Months  Males,Worked for Less than 3 Months  Females,Industrial Category  A  Cultivators  Persons,Industrial Category  A  Cultivators  Males,Industrial Category  A  Cultivators  Females,I","Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes, 2011 - West Bengal | Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes, 2011 - Jharkhand | Marginal Workers Classified by Industrial Category, Age and Sex for Scheduled Tribes, 2011 - Odisha"
840,Monthly Power Generation - March,"Ministry of Power, Central Electricity Authority",Power Generation,6,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - March 2009 | Monthly Power Generation - March 2010 | Monthly Power Generation - March 2011
823,State-wise Data of First Spring Census,Ministry of Jal Shakti,First census of Springs,6,"spring_id,state,district,sector,block,sub_district,village,town,ward,sno_spring,lat,long,elevation,local_nomenclature,spring_type,spring_nature,newly_emerged,muddy_discharge,cleanliness,ownership,chamber_tank,pipe_water_supply,discharge_measured,number_outlets,Outlet_1_volume_litre,Outlet_1_duration_min_sec,outlet_1_discharge_lpm,Outlet_2_volume_litre,Outlet_2_duration_min_sec,outlet_2_discharge_lpm,Outlet_3_volume_litre,Outlet_3_duration_min_sec,outlet_3_discharge_lpm,Outlet_4_volume_litre,Outl",State-wise Data of First Spring Census - Bihar | State-wise Data of First Spring Census - Karnataka | State-wise Data of First Spring Census - Kerala
767,Grievance addressed area wise : Rajkot : As on,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Rajkot",Rajkot Municipal Corporation - Grievance Details,6,"City Name,Zone Name,Ward Name,Department,Grivence Addressed",Grievance addressed area wise : Rajkot : As on 2012 | Grievance addressed area wise : Rajkot : As on 2014 | Grievance addressed area wise : Rajkot : As on 2015
842,Monthly Power Generation - November,"Ministry of Power, Central Electricity Authority",Power Generation,6,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - November 2008 | Monthly Power Generation - November 2009 | Monthly Power Generation - November 2010
1055,"State-wise Number, Membership and Financial Position of State Co-operative Banks",Ministry of Statistics and Programme Implementation,Number / Membership / Financial Position of Central Co-operative Banks,6,"State/Union Territory,Membership  Societies,Membership  Individuals,Share capital,Reserves,Deposits,Borrowings from  Govt.,Borrowings from  RBI/NABARD,Borrowings from  Others,Borrowings  Total,Total working Capital,Loans issued during the year","State-wise Number, Membership and Financial Position of State Co-operative Banks during 2008-09 | State-wise Number, Membership and Financial Position of State Co-operative Banks during 2009-10 | State-wise Number, Membership and Financial Position of State Co-operative Banks during 2010-11"
836,Monthly Power Generation - February,"Ministry of Power, Central Electricity Authority",Power Generation,6,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - February 2009 | Monthly Power Generation - February 2011 | Monthly Power Generation - February 2012
830,Monthly Coal Statement of Thermal Power Stations,"Ministry of Power, Central Electricity Authority",Coal Statement of Thermal Power Stations,6,"Sl. No.,Thermal Power Station TPS,Zone,Installed Capacity MW,Monthly Allocation from CIL/SCCL,Opening Stocks,Receipt  CIL,Receipt  SCCL,Receipt  Captive,Receipt  EAuction,Receipt  Import,Receipt  Others,Receipt  Total,Receipt  % Receipt w.r.t. Alloted Coal,Consumption  Domestic,Consumption  Imported,Consumption  Total Consumption,Closing Stocks",Monthly Coal Statement of Thermal Power Stations for November 2023 | Monthly Coal Statement of Thermal Power Stations for October 2023 | Monthly Coal Statement of Thermal Power Stations for September 2023
835,Monthly Power Generation - December,"Ministry of Power, Central Electricity Authority",Power Generation,6,"REGION ID,MONTH,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION",Monthly Power Generation - December 2008 | Monthly Power Generation - December 2009 | Monthly Power Generation - December 2010
55,"Share of milk production by cows, buffaloes and goats"," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",State/UT-wise estimates of Milk Production,5,"S. No.,States/UTs,Cow Milk  CB,Cow Milk  ND,Cow Milk  Total,Buffalo Milk,Goat Milk,Total","Share of milk production by cows, buffaloes and goats during 2008-09 | Share of milk production by cows, buffaloes and goats during 2009-10 | Share of milk production by cows, buffaloes and goats during 2010-11"
965,Physical Performance of SRTUs,Ministry of Road Transport and Highways,Physical Performance of SRTUs,5,"S.No.,Name of SRTU ,Avg. Fleet Held Number,Avg Fleet Operated Number,Avg Age of Fleet Yrs,% of Overaged vehicles to total Fleet,Revenue Earning KMS Lakhs,Staff Strength Number,Fuel Efficiency Km/litre of HSD,Passenger KMS Offered Lakhs,Passenger KMS Performed Lakhs,Passenger Carried Lakhs,No.of Accidents  ,No. of Fatal Accidents",Physical Performance of SRTUs for the year 2004-05 | Physical Performance of SRTUs for the year 2005-06 | Physical Performance of SRTUs for the year 2006-07
302,Water quality of medium & minor rivers,"Ministry of Environment, Forest and Climate Change, Central Pollution Control Board",Water Quality in India - 2014,5,"STATION CODE,LOCATIONS,STATE,TEMPERATURE C   Min,TEMPERATURE C   Max,TEMPERATURE C   Mean,D.O. mg/l   Min    4 mg/l,D.O. mg/l   Max    4 mg/l,D.O. mg/l   Mean    4 mg/l,pH   Min   6.58.5,pH   Max   6.58.5,pH   Mean   6.58.5,CONDUCTIVITY mhos/cm   Min,CONDUCTIVITY mhos/cm   Max,CONDUCTIVITY mhos/cm   Mean,B.O.D. mg/l   Min    3 mg/l,B.O.D. mg/l   Max    3 mg/l,B.O.D. mg/l   Mean    3 mg/l,NITRATE N NITRITEN mg/l   Min,NITRATE N NITRITEN mg/l   Max,NITRATE N NITRITEN mg/l   Mean,FECAL COLIFORM MPN","Water quality of medium & minor rivers in Goa - 2014 | Water quality of medium & minor rivers in Haryana, Himachal Pradesh, Punjab, Rajasthan & Madhya Pradesh - 2014 | Water quality of medium & minor rivers in Kerala - 2014"
50,State/ Union Territory-wise Disposition of Fish Catch," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Production and Disposals - Fisheries Statistics 2014,5,"S.No.,State / Union Territory,Marketing fresh,Freezing,Curing,Canning,Reduction,Misc. Purposes,Offal for reduction,Unspecified,Others,Total",State/ Union Territory-wise Disposition of Fish Catch during 2008 | State/ Union Territory-wise Disposition of Fish Catch during 2009 | State/ Union Territory-wise Disposition of Fish Catch during 2010
56,State/UT-wise Estimates of Milk Production," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",State/UT-wise estimates of Milk Production,5,"State/UTs,Cow Milk CD,Cow Milk ND,Cow Milk Total,Buffalo Milk,Goat Milk,Total",State/UT-wise Estimates of Milk Production during 2007-08 | State/UT-wise Estimates of Milk Production during 2008-09 | State/UT-wise Estimates of Milk Production during 2009-10
779,Surat Water Meter Charges Ward wise Collection Vs Demand Statistics for FY,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Surat",Water Revenue Data : Surat,5,"City_Name,Zone_Name,Ward_Name,Ward_No,Residential_Collection_in_Cr,Residential_Demand_in_Cr,Commercial_Collection_in_Cr,Commercial_Demand_in_Cr,Industrial_Collection_in_Cr,Industrial_Demand_in_Cr",Surat Water Meter Charges Ward wise Collection Vs Demand Statistics for FY-2013-14 | Surat Water Meter Charges Ward wise Collection Vs Demand Statistics for FY-2014-15 | Surat Water Meter Charges Ward wise Collection Vs Demand Statistics for FY-2015-16
61,6th Minor Irrigation Census - Surface Lift,"Department of Water Resources, River Development & Ganga Rejuvenation","6th Minor Irrigation Census - Village Schedule, Ground Water Schemes, Surface Water Schemes",5,"state_name,district_name,block_tehsil_name,village_name,enumeration_date,s_no_of_scheme,scheme_type_name,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,individual_owner_name,khasra_number,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,",6th Minor Irrigation Census - Surface Lift - KARNATAKA | 6th Minor Irrigation Census - Surface Lift - MADHYA PRADESH | 6th Minor Irrigation Census - Surface Lift - MAHARASHTRA
824,Second Census of Water Bodies,Ministry of Jal Shakti,Second Census of Water Bodies ,5,"serial_no,rural_or_urban,state_name,district_name,block_tehsil_name,town_municipality_name,village_name,ward_name,serial_number,water_body_present_sac_data,unique_id,water_body_name,basin_name,sub_basin_name,water_body_type,nature_of_storage,khasra_number,latitude,longitude,water_body_location,ownership,water_body_in_use,water_body_uses_1,water_body_uses_2,water_body_uses_3,cca_water_body,ipc_water_body,not_in_use_reason,water_body_nature,manmade_water_body_type,construction_year,construction_co",Second Census of Water Bodies - Assam | Second Census of Water Bodies - Bihar | Second Census of Water Bodies - Delhi 
945,Number of Registered Motor Vehicles (Transport & Non-Transport),Ministry of Road Transport and Highways,Motor Transport Statistics: 1997-1998,5,"Type,Vehicles Category,Type of Vehicles,Newly registered199697,Newly registered199798,Total registered 199697,Note of Total registered 199697,Total registered 199798",Number of Registered Motor Vehicles (Transport & Non-Transport) Andhra Pradesh from 1996-97 to 1997-1998 | Number of Registered Motor Vehicles (Transport & Non-Transport) Karnataka from 1996-97 to 1997-1998 | Number of Registered Motor Vehicles (Transport & Non-Transport) Kerala from 1996-97 to 1997-1998
