Collection,n_rows,flags,contrasting_or_subset,n_unexplained_tokens,unexplained_tokens,n_states,merge_add_columns,sample_titles
List of Lok Sabha Members Resigned/ Died/ Ceased/ Retired (English),2,unexplained,,2,english hindi,0,,List of Lok Sabha Members Resigned/ Died/ Ceased/ Retired (English) | List of Lok Sabha Members Resigned/ Died/ Ceased/ Retired (Hindi)
List of Starred and Unstarred Questions by Lok Sabha Members (English),2,unexplained,,2,english hindi,0,,List of Starred and Unstarred Questions by Lok Sabha Members (English) | List of Starred and Unstarred Questions by Lok Sabha Members (Hindi)
Lok Sabha Parliamentary Bulletin Part I (English),2,unexplained,,2,i ii,0,,Lok Sabha Parliamentary Bulletin Part I (English) | Lok Sabha Parliamentary Bulletin Part II (English)
Lok Sabha Parliamentary Bulletin Part I (Hindi),2,unexplained,,2,i ii,0,,Lok Sabha Parliamentary Bulletin Part I (Hindi) | Lok Sabha Parliamentary Bulletin Part II (Hindi)
Member-wise Special Mentions in Lok Sabha (English),2,unexplained,,2,english hindi,0,,Member-wise Special Mentions in Lok Sabha (English) | Member-wise Special Mentions in Lok Sabha (Hindi)
Number of Seats and Lok Sabha Members by State (English),2,unexplained,,2,english hindi,0,,Number of Seats and Lok Sabha Members by State (English) | Number of Seats and Lok Sabha Members by State (Hindi)
Private Member Bills by Lok Sabha Members (English),2,unexplained,,2,english hindi,0,,Private Member Bills by Lok Sabha Members (English) | Private Member Bills by Lok Sabha Members (Hindi)
Provisional Calendar of Lok Sabha Sittings (English),2,unexplained,,2,english hindi,0,,Provisional Calendar of Lok Sabha Sittings (English) | Provisional Calendar of Lok Sabha Sittings (Hindi)
Block-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,deep shallow,0,,Block-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Shallow Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block wise Construction of Surface Flow Schemes over the years for 3rd census of minor irrigation scheme (2000-01) (schema 3),2,unexplained,,2,flow lift,0,,Block wise Construction of Surface Flow Schemes over the years for 3rd census of minor irrigation scheme (2000-01) | Block wise Construction of Surface Lift Schemes over the years for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,flow lift,0,,Block-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Surface Lift Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block wise Deep Tubewells according to Water Distribution System for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),2,unexplained,,2,deep shallow,0,,Block wise Deep Tubewells according to Water Distribution System for 2nd Census of Minor Irrigation Schemes (1993-94) | Block wise Shallow Tubewells according to Water Distribution System for 2nd Census of Minor Irrigation Schemes (1993-94)
Block wise Deep Tubewells according to Water Distribution System for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 5),2,unexplained,,2,deep shallow,0,,Block wise Deep Tubewells according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01) | Block wise Shallow Tubewells according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,2,deep shallow,0,,Block wise Distribution of Deep Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Shallow Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),2,unexplained,,2,deep shallow,0,,Block wise Distribution of Deep Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94) | Block wise Distribution of Shallow Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)
Block-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,deep shallow,0,,Block-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Shallow Tubewells according to ownership - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Deep Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 3),2,unexplained,,2,deep shallow,0,,Block wise Distribution of Deep Tubewells according to Social status for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Shallow Tubewells according to Social status for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 6),2,unexplained,,2,deep shallow,0,,Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Shallow Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,deep shallow,0,,Block-wise Distribution of Deep Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Shallow Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Deep Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),2,unexplained,,2,deep shallow,0,,Block wise Distribution of Deep Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94) | Block wise Distribution of Shallow Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94)
Block wise Distribution of Deep Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 5),2,unexplained,,2,deep shallow,0,,Block wise Distribution of Deep Tubewells according to The Farmers holding size for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Shallow Tubewells according to The Farmers holding size for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),2,unexplained,,2,deep shallow,0,,Block wise Distribution of Deep Tubewells by Status for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Shallow Tubewells by Status for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells in use and their Potential Created/ Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,2,deep shallow,0,,Block wise Distribution of Deep Tubewells in use and their Potential Created/ Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Shallow Tubewells in use and their Potential Created/ Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,deep shallow,0,,Block-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Shallow Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,flow lift,0,,Block-wise Distribution of Surface Lift Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of surface lift schemes according to horsepower for 2nd census of minor irrigation schemes (1993-94) (schema 3),2,unexplained,,2,flow lift,0,,Block wise Distribution of Surface Flow Schemes according to ownership for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Surface Lift Schemes according to Ownership for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of surface lift schemes according to horsepower for 2nd census of minor irrigation schemes (1993-94) (schema 2),2,unexplained,,2,flow lift,0,,Block wise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94) | Block wise Distribution of surface lift schemes according to ownership for 2nd census of minor irrigation schemes (1993-94)
Block wise Distribution of Surface Flow Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01) (schema 6),2,unexplained,,2,flow lift,0,,Block wise Distribution of Surface Flow Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Surface Lift Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,flow lift,0,,Block-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Surface Lift Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,flow lift,0,,Block-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Surface Lift Schemes according to source of finance - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Surface Flow Schemes according to The Farmers holding size for 3rd census of minor irrigation scheme (2000-01) (schema 3),2,unexplained,,2,flow lift,0,,Block wise Distribution of Surface Flow Schemes according to The Farmers holding size for 3rd census of minor irrigation scheme (2000-01) | Block wise Distribution of Surface Lift Schemes according to The Farmers holding size for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Tanks/Ponds/Reservoir of Surface Flow Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,2,flow lift,0,,Block-wise Distribution of Tanks/Ponds/Reservoir of Surface Flow Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07) | Block-wise Distribution of Tanks/Ponds/Reservoir of Surface Lift Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07)
Block wise Potential Utilized through Deep Tubewells for 3rd census of minor irrigation scheme (2000-01) (schema 1),2,unexplained,,2,deep shallow,0,,Block wise Potential Utilized through Deep Tubewells for 3rd census of minor irrigation scheme (2000-01) | Block wise Potential Utilized through Shallow Tubewells for 3rd census of minor irrigation scheme (2000-01)
Block wise Surface Flow Schemes according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01) (schema 5),2,unexplained,,2,flow lift,0,,Block wise Surface Flow Schemes according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01) | Block wise Surface Lift Schemes according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01)
Block wise Surface Flow Schemes according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01) (schema 4),2,unexplained,,2,flow lift,0,,Block wise Surface Flow Schemes according to water distribution system for 2nd census of Minor Irrigation Schemes (1993-94) | Block wise surface lift Schemes according to water distribution system for 2nd census of minor irrigation schemes (1993-94)
Block-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,deep shallow,0,,District-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Shallow Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,flow lift,0,,District-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Surface Lift Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Deep Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01) (schema 3),2,unexplained,,2,deep shallow,0,,District wise Distribution of Deep Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01) | District wise Distribution of Shallow Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 6),2,unexplained,,2,deep shallow,0,,District wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 3rd census of minor irrigation scheme (2000-01) | District wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,deep shallow,0,,District-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Shallow Tubewells according to ownership - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 7),2,unexplained,,2,deep shallow,0,,District-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Shallow Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,deep shallow,0,,District-wise Distribution of Deep Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Shallow Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,deep shallow,0,,District-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Shallow Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,flow lift,0,,District-wise Distribution of Surface Lift Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of surface lift schemes according to horsepower for 2nd census of minor irrigation schemes (1993-94) (schema 4),2,unexplained,,2,flow lift,0,,District wise Distribution of Surface Flow Schemes according to ownership for 3rd census of minor irrigation scheme (2000-01) | District wise Distribution of Surface Lift Schemes according to ownership for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of surface lift schemes according to horsepower for 2nd census of minor irrigation schemes (1993-94) (schema 5),2,unexplained,,2,flow lift,0,,District wise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94) | District wise Distribution of surface lift schemes according to ownership for 2nd census of minor irrigation schemes (1993-94)
Block-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,flow lift,0,,District-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Surface Lift Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,flow lift,0,,District-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Surface Lift Schemes according to source of finance - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Tanks/Ponds/Reservoir of Surface Flow Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,2,flow lift,0,,District-wise Distribution of Tanks/Ponds/Reservoir of Surface Flow Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07) | District-wise Distribution of Tanks/Ponds/Reservoir of Surface Lift Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07)
Block wise Potential Utilized through Deep Tubewells for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,2,deep shallow,0,,District wise Potential Utilized through Deep Tubewells for 3rd census of minor irrigation scheme (2000-01) | District wise Potential Utilized through Shallow Tubewells for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,deep shallow,0,,State-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Shallow Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,flow lift,0,,State-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Surface Lift Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,deep shallow,0,,State-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Shallow Tubewells according to ownership - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Deep Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),2,unexplained,,2,deep shallow,0,,State wise Distribution of Deep Tubewells according to Social status for 3rd census of minor irrigation scheme (2000-01) | State wise Distribution of Shallow Tubewells according to Social status for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 8),2,unexplained,,2,deep shallow,0,,State-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Shallow Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,deep shallow,0,,State-wise Distribution of Deep Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Shallow Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Deep Tubewells in use and their Potential Created/ Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01) (schema 3),2,unexplained,,2,deep shallow,0,,State wise Distribution of Deep Tubewells in use and their Potential Created/Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01) | State wise Distribution of Shallow Tubewells in use and their Potential Created/Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,deep shallow,0,,State-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Shallow Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,flow lift,0,,State-wise Distribution of Surface Lift Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,flow lift,0,,State-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Surface Lift Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,2,flow lift,0,,State-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) | State-wise Distribution of Surface Lift Schemes according to source of finance - 4th Minor Irrigation Census (2006-07)
Block wise Potential Utilized through Deep Tubewells for 3rd census of minor irrigation scheme (2000-01) (schema 3),2,unexplained,,2,deep shallow,0,,State wise Potential Utilized through Deep Tubewells for 3rd census of minor irrigation scheme (2000-01) | State wise Potential Utilized through Shallow Tubewells for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,deep shallow,0,,Village-wise Distribution of Deep Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Shallow Tubewells and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block wise Construction of Surface Flow Schemes over the years for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,2,flow lift,0,,Village wise Construction of Surface Flow Schemes over the years for 3rd census of minor irrigation scheme (2000-01) | Village wise Construction of Surface Lift Schemes over the years for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,flow lift,0,,Village-wise Distribution of Surface Flow Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Surface Lift Schemes and cost of construction over the year - 4th Minor Irrigation Census (2006-07)
Block-wise CCA and season wise potential created through Deep Tubewell - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,deep shallow,0,,Village-wise CCA and season wise potential created through Deep Tubewells - 4th Minor Irrigation Census (2006-07) | Village-wise CCA and season wise potential created through Shallow Tubewells - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Deep Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01) (schema 1),2,unexplained,,2,deep shallow,0,,Village wise Distribution of Deep Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01) | Village wise Distribution of Shallow Tubewells according to Average Pumping Hours for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,deep shallow,0,,Village-wise Distribution of Deep Tubewells according to ownership - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Shallow Tubewells according to ownership - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 5),2,unexplained,,2,deep shallow,0,,Village-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Shallow Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells according to source of energy - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,deep shallow,0,,Village-wise Distribution of Deep Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Shallow Tubewells according to source of finance - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,deep shallow,0,,Village-wise Distribution of Deep Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Shallow Tubewells permanently not is use by reasons - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,flow lift,0,,Village-wise Distribution of Surface Lift Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Surface Flow Schemes by location in the command of Major/Medium projects - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of surface lift schemes according to horsepower for 2nd census of minor irrigation schemes (1993-94) (schema 1),2,unexplained,,2,flow lift,0,,Village wise Distribution of Surface Flow Schemes according to ownership for 3rd census of minor irrigation scheme (2000-01) | Village wise Distribution of Surface Lift Schemes according to ownership for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Surface Flow Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01) (schema 5),2,unexplained,,2,flow lift,0,,Village wise Distribution of Surface Flow Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01) | Village wise Distribution of Surface Lift Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01)
Block-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,flow lift,0,,Village-wise Distribution of Surface Flow Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Surface Lift Schemes according to social status of owner - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,flow lift,0,,Village-wise Distribution of Surface Flow Schemes according to source of finance - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Surface Lift Schemes according to source of finance - 4th Minor Irrigation Census (2006-07)
Block-wise Distribution of Tanks/Ponds/Reservoir of Surface Flow Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07) (schema 2),2,unexplained,,2,flow lift,0,,Village-wise Distribution of Tanks/Ponds/Reservoir of Surface Flow Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07) | Village-wise Distribution of Tanks/Ponds/Reservoir of Surface Lift Schemes by CCA classes &amp; in use and PC/ PU - 4th Minor Irrigation Census (2006-07)
"Distribution of Deep Tubewells (in use, Temporarily not in use) According to Horse Power of Lifting Devices for 5th Minor Irrigation Census (2013-14) (schema 2)",2,unexplained,,2,medium shallow,0,,"Distribution of Shallow Tubewells (in use, Temporarily not in use) According to Horse Power of Lifting Devices for 5th Minor Irrigation Census (2013-14) | Distribution of Medium Tubewells ( in use, Temporarily not  in use) According  to Horse Power of Lifting Devices for 5th Minor Irrigation Census (2013-14)"
Distribution of Surface Flow Schemes by Status of Utilisation for 5th Minor Irrigation Census (2013-14),2,unexplained,,2,flow lift,0,,Distribution of Surface Flow Schemes by Status of Utilisation  for 5th Minor Irrigation Census (2013-14) | Distribution of Surface Lift Schemes by Status of Utilisation for 5th Minor Irrigation Census (2013-14)
Field Crop varieties released during 2010 (Central Release),2,unexplained,,2,crop crops,0,year,Field Crop varieties released during 2010 (Central Release) | Field crops varieties released during 2012 (Central release)
State-wise Distribution of Number of Operational Holdings and Area Operated of Scheduled Castes,2,unexplained,,2,castes tribes,0,year,State-wise Distribution of Number of Operational Holdings and Area Operated of Scheduled Tribes during 2010-11 | State-wise Distribution of Number of Operational Holdings and Area Operated of Scheduled Castes during 2010-11
All India Number and Area of Operational Holdings By Size Classes of Scheduled Castes,2,unexplained,,2,castes tribes,1,year,All India Number and Area of Operational Holdings By Size Classes of Scheduled Tribes during 2010-11 | All India Number and Area of Operational Holdings By Size Classes of Scheduled Castes during 2010-11
ICAR Publication Repository as on date: ICAR Research Complex for Eastern Region Collection,2,unexplained,,2,eastern neh,0,,ICAR Publication Repository as on date: ICAR Research Complex for NEH Region Collection | ICAR Publication Repository as on date: ICAR Research Complex for Eastern Region Collection
ICAR Publication Repository as on date: National Dairy Research Institute Collection,2,unexplained,,2,dairy rice,0,,ICAR Publication Repository as on date: National Rice Research Institute Collection | ICAR Publication Repository as on date: National Dairy Research Institute Collection
ICAR Publication Repository as on date: NRC-Equine Collection,2,unexplained,,2,equine grapes,0,,ICAR Publication Repository as on date: NRC-Grapes Collection | ICAR Publication Repository as on date: NRC-Equine Collection
ICAR Publication Repository as on date: NRC-Banana Collection,2,unexplained,,2,banana camel,0,,ICAR Publication Repository as on date: NRC-Camel Collection | ICAR Publication Repository as on date: NRC-Banana Collection
ICAR Publication Repository as on Date: Indian Institute of Seed Science Collection,2,unexplained,,2,seed soil,0,,ICAR Publication Repository as on date: Indian Institute of Soil Science Collection | ICAR Publication Repository as on Date: Indian Institute of Seed Science Collection
ICAR Publication Repository as on Date: Central Marine Fisheries Research Institute Collection,2,unexplained,,2,inland marine,0,,ICAR Publication Repository as on Date:  Central Marine Fisheries Research Institute Collection | ICAR Publication Repository as on Date: Central Inland Fisheries Research Institute Collection
